"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"Configure Azure Monitor Private Link Scopes with private endpoints";"e8185402-357b-4768-8058-f620bc0ae6b5";"/providers/microsoft.authorization/policydefinitions/e8185402-357b-4768-8058-f620bc0ae6b5";"1.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Azure Virtual Desktop hostpools to disable public network access only for session hosts";"e84e8a9a-f43e-46e3-9458-bbcfb2d7e429";"/providers/microsoft.authorization/policydefinitions/e84e8a9a-f43e-46e3-9458-bbcfb2d7e429";"1.0.0";"Default: Modify; Allowed: Disabled,Modify";"Desktop Virtualization";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Reevaluate access upon personnel transfer";"e89436d8-6a93-3b62-4444-1d2a42ad56b2";"/providers/microsoft.authorization/policydefinitions/e89436d8-6a93-3b62-4444-1d2a42ad56b2";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Require third-party providers to comply with personnel security policies and procedures";"e8c31e15-642d-600f-78ab-bad47a5787e6";"/providers/microsoft.authorization/policydefinitions/e8c31e15-642d-600f-78ab-bad47a5787e6";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Vulnerabilities in container security configurations should be remediated";"e8cbc669-f12d-49eb-93e7-9273119e9933";"/providers/microsoft.authorization/policydefinitions/e8cbc669-f12d-49eb-93e7-9273119e9933";"3.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"12";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Deploy Diagnostic Settings for Data Lake Storage Gen1 to Event Hub";"e8d096bc-85de-4c5f-8cfb-857bd1b9d62d";"/providers/microsoft.authorization/policydefinitions/e8d096bc-85de-4c5f-8cfb-857bd1b9d62d";"2.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Secrets should not be active for longer than the specified number of days";"e8d99835-8a06-45ae-a8e0-87a91941ccfe";"/providers/microsoft.authorization/policydefinitions/e8d99835-8a06-45ae-a8e0-87a91941ccfe";"1.0.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"Key Vault";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Container registries should use private link";"e8eef0a8-67cf-4eb4-9386-14b0e78733d4";"/providers/microsoft.authorization/policydefinitions/e8eef0a8-67cf-4eb4-9386-14b0e78733d4";"1.0.1";"Default: Audit; Allowed: Audit,Disabled";"Container Registry";"0";"10";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure network security groups to enable traffic analytics";"e920df7f-9a64-4066-9b58-52684c02a091";"/providers/microsoft.authorization/policydefinitions/e920df7f-9a64-4066-9b58-52684c02a091";"1.2.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Network";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Container registries to use private DNS zones";"e9585a95-5b8c-4d03-b193-dc7eb5ac4c32";"/providers/microsoft.authorization/policydefinitions/e9585a95-5b8c-4d03-b193-dc7eb5ac4c32";"1.0.1";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Container Registry";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Configure private endpoints on Azure Recovery Services vaults";"e95a8a5c-0987-421f-84ab-df4d88ebf7d1";"/providers/microsoft.authorization/policydefinitions/e95a8a5c-0987-421f-84ab-df4d88ebf7d1";"1.0.0-preview";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Site Recovery";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Machine Learning Computes should have local authentication methods disabled";"e96a9a5f-07ca-471b-9bc5-6a0f33cbd68f";"/providers/microsoft.authorization/policydefinitions/e96a9a5f-07ca-471b-9bc5-6a0f33cbd68f";"2.0.1";"Default: Audit; Allowed: Audit,Deny,Disabled";"Machine Learning";"0";"1";"Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Media Services jobs with HTTPS inputs should limit input URIs to permitted URI patterns";"e9914afe-31cd-4b8a-92fa-c887f847d477";"/providers/microsoft.authorization/policydefinitions/e9914afe-31cd-4b8a-92fa-c887f847d477";"1.0.1";"Default: Deny; Allowed: Deny,Disabled";"Media Services";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Guest accounts with read permissions on Azure resources should be removed";"e9ac8f8e-ce22-4355-8f04-99b911d6be52";"/providers/microsoft.authorization/policydefinitions/e9ac8f8e-ce22-4355-8f04-99b911d6be52";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"17";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review and update contingency planning policies and procedures";"e9c60c37-65b0-2d72-6c3c-af66036203ae";"/providers/microsoft.authorization/policydefinitions/e9c60c37-65b0-2d72-6c3c-af66036203ae";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Remote debugging should be turned off for API Apps";"e9c8d085-d9cc-4b17-9cdc-059f1f01f19e";"/providers/microsoft.authorization/policydefinitions/e9c8d085-d9cc-4b17-9cdc-059f1f01f19e";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Azure Monitor Logs clusters should be created with infrastructure-encryption enabled (double encryption)";"ea0dfaed-95fb-448c-934e-d6e713ce393d";"/providers/microsoft.authorization/policydefinitions/ea0dfaed-95fb-448c-934e-d6e713ce393d";"1.1.0";"Default: Audit; Allowed: audit,Audit,deny,Deny,disabled,Disabled";"Monitoring";"0";"8";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Inherit a tag from the resource group if missing";"ea3f2387-9b95-492a-a190-fcdc54f7b070";"/providers/microsoft.authorization/policydefinitions/ea3f2387-9b95-492a-a190-fcdc54f7b070";"1.0.0";"Fixed: modify";"Tags";"5";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Key Vault should use a virtual network service endpoint";"ea4d6841-2173-4317-9747-ff522a45120f";"/providers/microsoft.authorization/policydefinitions/ea4d6841-2173-4317-9747-ff522a45120f";"1.0.0";"Default: Audit; Allowed: Audit,Disabled";"Network";"0";"1";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Linux machines that allow remote connections from accounts without passwords";"ea53dbee-c6c9-4f0e-9f9e-de0039b78023";"/providers/microsoft.authorization/policydefinitions/ea53dbee-c6c9-4f0e-9f9e-de0039b78023";"1.2.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"11";"[Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), Audit machines with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/095e4ed9-c835-4ab6-9439-b5644362a06c), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Stream Analytics job should use managed identity to authenticate endpoints";"ea6c4923-510a-4346-be26-1894919a5b97";"/providers/microsoft.authorization/policydefinitions/ea6c4923-510a-4346-be26-1894919a5b97";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Stream Analytics";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Update antivirus definitions";"ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65";"/providers/microsoft.authorization/policydefinitions/ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Employ a media sanitization mechanism";"eaaae23f-92c9-4460-51cf-913feaea4d52";"/providers/microsoft.authorization/policydefinitions/eaaae23f-92c9-4460-51cf-913feaea4d52";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure Windows Machines to be associated with a Data Collection Rule or a Data Collection Endpoint";"eab1f514-22e3-42e3-9a1f-e1dc9199355c";"/providers/microsoft.authorization/policydefinitions/eab1f514-22e3-42e3-9a1f-e1dc9199355c";"2.0.0";"Default: DeployIfNotExists; Allowed: DeployIfNotExists,Disabled";"Monitoring";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Document and implement privacy complaint procedures";"eab4450d-9e5c-4f38-0656-2ff8c78c83f3";"/providers/microsoft.authorization/policydefinitions/eab4450d-9e5c-4f38-0656-2ff8c78c83f3";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Function apps should have 'Client Certificates (Incoming client certificates)' enabled";"eaebaea7-8013-4ceb-9d14-7eb32271373c";"/providers/microsoft.authorization/policydefinitions/eaebaea7-8013-4ceb-9d14-7eb32271373c";"3.0.0";"Default: Audit; Allowed: Audit,Disabled";"App Service";"0";"13";"[Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), DoD Impact Level 5 (/providers/microsoft.authorization/policysetdefinitions/f9a961fa-3241-4b20-adc4-bbf8ad9d7197), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review user groups and applications with access to sensitive data";"eb1c944e-0e94-647b-9b7e-fdb8d2af0838";"/providers/microsoft.authorization/policydefinitions/eb1c944e-0e94-647b-9b7e-fdb8d2af0838";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"App Service Environment should be provisioned with latest versions";"eb4d34ab-0929-491c-bbf3-61e13da19f9a";"/providers/microsoft.authorization/policydefinitions/eb4d34ab-0929-491c-bbf3-61e13da19f9a";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"App Service";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Provide timely maintenance support";"eb598832-4bcc-658d-4381-3ecbe17b9866";"/providers/microsoft.authorization/policydefinitions/eb598832-4bcc-658d-4381-3ecbe17b9866";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"1";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Log checkpoints should be enabled for PostgreSQL database servers";"eb6f77b9-bd53-4e35-a23d-7f65d5f0e43d";"/providers/microsoft.authorization/policydefinitions/eb6f77b9-bd53-4e35-a23d-7f65d5f0e43d";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"2";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Log connections should be enabled for PostgreSQL database servers";"eb6f77b9-bd53-4e35-a23d-7f65d5f0e442";"/providers/microsoft.authorization/policydefinitions/eb6f77b9-bd53-4e35-a23d-7f65d5f0e442";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"2";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Disconnections should be logged for PostgreSQL database servers.";"eb6f77b9-bd53-4e35-a23d-7f65d5f0e446";"/providers/microsoft.authorization/policydefinitions/eb6f77b9-bd53-4e35-a23d-7f65d5f0e446";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"2";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Log duration should be enabled for PostgreSQL database servers";"eb6f77b9-bd53-4e35-a23d-7f65d5f0e8f3";"/providers/microsoft.authorization/policydefinitions/eb6f77b9-bd53-4e35-a23d-7f65d5f0e8f3";"1.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review and update configuration management policies and procedures";"eb8a8df9-521f-3ccd-7e2c-3d1fcc812340";"/providers/microsoft.authorization/policydefinitions/eb8a8df9-521f-3ccd-7e2c-3d1fcc812340";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"2";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Service Bus namespaces should have double encryption enabled";"ebaf4f25-a4e8-415f-86a8-42d9155bef0b";"/providers/microsoft.authorization/policydefinitions/ebaf4f25-a4e8-415f-86a8-42d9155bef0b";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Service Bus";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Document security strength requirements in acquisition contracts";"ebb0ba89-6d8c-84a7-252b-7393881e43de";"/providers/microsoft.authorization/policydefinitions/ebb0ba89-6d8c-84a7-252b-7393881e43de";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"3";"ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Deprecated accounts with owner permissions should be removed from your subscription";"ebb62a0c-3560-49e1-89ed-27e074e9f8ad";"/providers/microsoft.authorization/policydefinitions/ebb62a0c-3560-49e1-89ed-27e074e9f8ad";"3.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Windows machines that don't have the specified applications installed";"ebb67efd-3c46-49b0-adfe-5599eb944998";"/providers/microsoft.authorization/policydefinitions/ebb67efd-3c46-49b0-adfe-5599eb944998";"1.0.0";"Fixed: auditIfNotExists";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
